id,number,title,user,created_at,merged_at,comments,state,closed_at
535575244,8170,Add support for client pause WRITE,madolson,2020-12-10T01:35:20Z,2021-01-08T07:36:54Z,7,closed,2021-01-08T07:36:55Z
813056386,10043,redis-cli generates command help tables from the results of COMMAND ,jhelbaum,2022-01-03T10:51:25Z,2022-02-05T14:54:17Z,30,closed,2022-02-05T14:54:17Z
554150785,8324,A better approach for COMMAND INFO for movablekeys commands,guybe7,2021-01-13T12:28:22Z,2021-09-15T08:10:29Z,17,closed,2021-09-15T08:10:29Z
1666183056,12913,Add overhead of all DBs and rehashing dict count to info.,CharlesChen888,2024-01-05T13:24:51Z,2024-03-01T05:41:25Z,11,closed,2024-03-01T05:41:25Z
1196070262,11708,Module commands to have ACL categories.,roshkhatri,2023-01-13T01:18:30Z,2023-03-21T17:07:12Z,13,closed,2023-03-21T17:07:12Z
1354035448,12192,replica redirect read&write to master in standalone mode,soloestoy,2023-05-17T12:03:32Z,,52,closed,2024-11-20T05:46:44Z
554507365,8327,"GETEX, GETDEL and SET PXAT/EXAT",nmvk,2021-01-13T21:57:30Z,2021-01-27T17:47:27Z,24,closed,2021-01-27T17:47:27Z
1151659968,11595,Key as dict entry - memory optimization for sets,zuiderkwast,2022-12-07T14:11:17Z,2023-01-20T16:45:30Z,48,closed,2023-01-20T16:45:30Z
24633999,2143,Quicklist (linked list + ziplist),mattsta,2014-11-18T18:45:15Z,2015-01-08T08:51:55Z,36,closed,2015-01-08T08:51:55Z
1436789105,12416, Add modules API for set,zh1029,2023-07-17T07:43:04Z,,5,closed,2023-12-20T01:56:45Z
735251652,9511,Implement anetPipe() to combine creating pipe and setting flags,panjf2000,2021-09-16T08:30:54Z,2021-10-06T13:08:14Z,5,closed,2021-10-06T13:08:14Z
1530019827,12611,Fix compile on macOS 13,ygcaicn,2023-09-26T07:20:12Z,2023-10-08T08:12:50Z,30,closed,2023-10-08T08:12:50Z
779788134,9774, Introduce memory management on cluster link buffers,ny0312,2021-11-12T23:54:03Z,2021-12-17T05:56:59Z,35,closed,2021-12-17T05:56:59Z
2117585366,13592,Add KEYSIZES section to INFO,moticless,2024-10-10T12:45:15Z,2024-10-29T11:07:26Z,4,closed,2024-10-29T11:07:26Z
657434859,9003,Fix the wrong reisze of querybuf,sundb,2021-05-29T09:25:29Z,2021-06-15T11:46:19Z,10,closed,2021-06-15T11:46:19Z
1273011481,11907,Add support for pubsub channel subscribers information,hpatro,2023-03-13T10:12:03Z,,20,closed,2023-07-11T17:06:23Z
1593900804,12742,"Cluster refactor, common API for different implementations",jhershberg,2023-11-09T08:04:12Z,2023-11-22T07:31:20Z,6,closed,2023-11-22T07:31:20Z
918307104,10636,Add warning for suspected slow system clocksource setting,yoav-steinberg,2022-04-25T15:24:40Z,2022-05-22T14:10:31Z,2,closed,2022-05-22T14:10:31Z
995154099,10969,Fix replication inconsistency on modules that uses key space notifications,MeirShpilraien,2022-07-13T07:50:56Z,2022-08-18T07:16:32Z,7,closed,2022-08-18T07:16:32Z
