repo,total_comments,bot_generated,bot_trigger,build_results_links,removed_flagged_comments,removed_bot_mentions,remaining_comments,total_review_comments,rc_bot_generated,rc_bot_trigger,rc_build_results_links,removed_flagged_rc,removed_rc_bot_mentions,remaining_review_comments
linuxmint/cinnamon-desktop,93,0,0,0,0,0,91,10,0,0,0,0,0,10
