repo,total_comments,bot_generated,bot_trigger,build_results_links,removed_flagged_comments,removed_bot_mentions,remaining_comments,total_review_comments,rc_bot_generated,rc_bot_trigger,rc_build_results_links,removed_flagged_rc,removed_rc_bot_mentions,remaining_review_comments
elementary/terminal,515,0,0,0,0,0,514,456,0,0,0,0,0,454
